0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,target
11,9,8,8,8,7,5,3,3,3,4,5,5,5,5,6,5,3,3,1,1,2,4,4,6,6,7,9,11,10,10,11,11,9,7,6,6,4,3,2,3,4,3,3,3,3,3,4,5,6,6,7,6,4,3,4,5,7,8,10,10,10,9,7,6,5,2,2,4,4,5,7,8,6,7,6,5,3,2,2,2,2,3,4,5,7,7,8,8,7,5,3,1,4,8,10,11,12,11,11,9,8,6,7,5,6,6,7,7,6,7,5,4,4,4,4,4,3,2,2,4,6,6,5,5,5,5,4,3,2,2,2,2,2,4,5,6,4,2,0,2,4,6,7,8,9,10,10,10,12,12,11,10,11,10,10,10,11,12,11,1
5,5,4,4,4,4,4,5,5,5,4,4,5,6,2,4,10,20,34,55,70,58,27,8,21,20,13,3,8,7,1,1,1,5,8,9,8,4,3,5,9,7,5,4,2,0,1,2,3,2,7,11,11,11,9,8,6,5,4,4,4,6,6,6,6,6,8,9,10,11,12,11,7,6,10,14,15,16,16,15,17,21,24,25,24,21,17,12,7,5,3,1,2,5,7,10,10,10,10,6,6,8,10,9,10,8,8,8,8,9,10,9,8,7,5,2,1,3,4,2,1,4,6,7,6,4,3,4,5,5,5,4,5,5,3,2,2,3,4,5,5,5,5,5,4,3,2,2,2,2,3,5,4,3,3,2,3,3,2,2,1
11,11,10,11,14,13,14,13,13,14,15,15,14,11,10,11,12,13,13,13,13,11,12,14,14,14,14,14,14,14,15,15,14,14,14,13,12,12,11,11,10,11,10,10,10,10,11,11,12,13,12,13,12,12,12,10,8,5,4,8,12,11,9,5,2,1,3,9,12,11,12,14,13,12,11,3,3,10,13,13,11,7,3,0,3,6,10,9,8,9,11,14,14,11,9,6,4,3,3,4,5,6,9,8,5,1,5,9,11,16,13,12,12,11,11,11,13,11,11,12,13,11,11,9,7,8,9,8,6,7,9,3,0,4,8,11,12,11,14,15,14,11,9,9,10,10,13,17,23,28,30,32,315,137,162,88,12,41,60,92,1
15,14,11,13,13,13,12,11,11,10,9,9,9,8,9,9,10,11,12,11,10,9,8,8,9,9,10,11,12,11,10,10,9,8,8,8,8,8,7,7,7,7,7,7,6,6,7,8,9,10,10,11,12,13,13,14,14,13,12,13,14,14,13,12,13,14,13,12,12,14,15,16,16,16,17,17,18,18,18,18,16,15,13,14,14,15,16,16,17,17,17,17,17,16,16,16,17,16,15,13,11,9,9,9,10,10,9,8,6,4,6,10,8,8,8,11,14,15,61,55,109,155,52,94,74,102,127,92,81,93,84,63,64,39,44,41,15,21,19,6,1,7,6,7,5,11,7,7,10,12,12,11,13,13,14,15,14,14,14,15,1
4,4,1,2,10,16,19,17,14,10,6,3,3,6,7,10,11,13,13,14,15,14,14,13,11,9,7,6,4,4,3,3,3,6,9,12,14,17,16,14,12,11,10,11,12,13,14,16,17,16,15,14,14,14,14,14,12,9,7,6,4,3,1,0,1,3,5,6,3,3,3,3,7,12,14,16,18,24,29,32,33,29,24,17,9,2,4,8,11,13,14,15,16,16,12,12,11,10,12,10,10,10,10,9,10,11,12,12,12,13,13,13,13,12,12,14,14,18,18,14,9,9,9,17,21,25,34,40,36,29,24,21,19,18,19,20,23,24,25,24,22,20,19,17,16,15,15,14,12,11,10,8,6,4,3,3,4,5,6,8,1
4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,2,3,5,7,8,7,8,7,7,6,5,5,5,4,2,2,2,3,3,3,3,5,6,7,9,11,15,17,19,20,23,27,29,28,23,15,9,6,4,2,2,3,1,3,4,2,3,4,5,5,4,4,4,3,1,0,2,2,2,1,1,1,1,3,4,4,5,7,8,8,6,5,5,6,7,6,8,10,10,10,9,8,5,3,1,0,2,3,5,5,5,5,5,6,6,7,8,9,8,8,7,6,5,4,3,3,2,1,2,1,1,1,1,1,2,2,2,2,2,4,4,5,5,5,6,6,5,4,3,2,1,2,2,2,2,3,3,3,3,2,3,4,5,6,6,1
10,11,11,10,10,9,9,10,10,7,4,3,2,3,5,6,7,7,7,8,7,8,8,8,8,8,7,7,8,9,9,7,5,2,3,4,4,4,5,6,6,6,8,9,9,8,9,10,7,5,2,1,9,19,27,27,19,15,15,10,9,9,11,12,10,12,17,14,8,2,11,12,18,19,15,7,1,7,10,10,6,3,4,8,9,12,14,16,17,16,9,3,5,9,3,7,11,16,20,24,28,27,23,16,9,4,2,8,10,5,2,8,9,4,3,8,10,9,3,7,9,8,6,3,2,4,7,10,8,4,4,5,8,9,9,9,7,4,3,5,9,10,6,4,3,2,3,3,4,5,7,8,8,10,10,9,8,7,6,5,1
19,29,33,25,13,5,7,9,9,8,6,5,4,3,3,1,2,4,4,4,2,1,0,1,1,2,1,0,1,5,6,8,9,10,12,11,11,11,9,9,8,7,7,6,6,6,7,8,9,9,9,8,6,6,6,5,4,2,2,2,3,4,6,8,9,9,10,9,8,7,6,5,5,4,5,5,6,6,7,7,7,8,8,7,7,6,6,5,6,4,3,3,3,3,5,3,0,4,8,12,16,19,22,26,28,23,14,9,7,6,5,4,4,5,4,3,4,6,7,7,7,4,3,4,4,5,6,7,7,7,6,5,4,4,3,3,2,3,4,5,6,6,6,7,7,7,7,7,6,7,6,6,3,4,4,4,5,6,7,7,1
2,1,1,2,2,2,1,2,4,5,5,5,4,4,3,2,5,11,19,25,29,28,23,18,12,9,7,8,12,13,15,13,10,8,7,5,4,2,3,3,2,2,2,4,4,5,4,5,5,7,6,6,6,7,8,10,10,10,10,10,9,10,11,10,9,9,9,10,11,11,11,11,11,11,11,11,10,11,10,10,9,8,7,7,6,5,3,3,3,3,2,5,7,9,11,12,12,12,11,12,13,12,13,13,14,14,13,12,10,9,8,8,8,9,8,8,8,8,7,6,4,3,2,2,1,3,4,5,4,5,5,5,5,6,7,7,7,8,7,6,6,6,6,7,8,7,8,7,7,5,4,4,4,6,7,8,6,6,4,3,1
1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,1,0,0,1,2,2,3,2,2,2,2,2,1,1,1,1,2,2,0,1,1,0,0,1,1,2,2,2,1,2,1,1,0,1,0,0,1,1,2,2,2,1,0,1,2,3,4,4,5,5,5,4,2,1,1,2,2,0,2,2,2,2,2,1,4,2,3,2,0,1,1,3,4,5,6,6,6,4,3,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,4,4,4,3,2,2,2,3,4,4,3,2,2,2,2,2,4,4,4,5,5,5,5,1
2,2,3,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,3,3,4,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,1,1,2,2,2,2,3,3,4,5,6,6,6,5,4,3,3,4,4,4,4,5,5,5,5,6,6,5,6,5,5,4,4,4,3,2,2,1,1,0,2,3,4,3,4,1
9,9,9,9,11,11,10,9,8,7,6,6,5,6,6,6,6,7,7,7,7,7,7,6,3,1,0,1,2,2,2,2,2,3,2,1,1,2,3,3,3,4,4,5,5,6,6,6,6,6,5,7,7,9,11,11,11,11,9,9,7,8,7,7,6,7,7,7,8,9,10,8,6,4,3,4,5,6,6,7,7,6,6,7,7,6,6,7,5,4,4,4,5,7,9,10,12,13,14,15,14,12,10,9,7,6,6,6,6,7,9,11,13,13,11,9,7,5,5,6,8,9,10,8,7,6,3,1,2,3,4,3,5,6,5,5,5,3,7,10,12,13,15,16,12,8,3,1,5,4,1,7,11,15,19,26,30,36,41,42,1
5,6,7,7,6,5,6,8,14,20,23,24,20,13,5,10,14,12,12,9,4,2,5,2,2,4,7,9,12,11,9,8,8,9,11,12,12,12,11,11,9,7,6,4,8,9,6,3,1,4,8,11,8,8,10,12,10,7,6,3,3,5,6,2,2,6,7,8,10,9,7,6,9,10,10,9,8,8,7,4,2,2,2,2,2,2,1,2,5,6,4,1,1,2,2,2,5,6,6,5,5,4,5,6,4,4,4,4,3,3,2,1,1,1,2,2,2,3,5,6,4,2,2,1,2,1,2,4,6,8,9,8,7,6,5,4,3,2,0,1,2,4,7,11,19,29,40,50,56,58,49,34,20,14,7,9,10,9,16,21,1
0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,2,2,1,1,0,1,1,1,2,3,3,3,3,3,4,4,4,5,6,6,6,7,7,6,6,6,5,4,4,4,5,6,6,6,6,6,6,7,7,7,7,6,5,5,4,3,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,4,5,5,5,5,4,3,3,3,3,3,3,3,3,3,2,1,1,1,2,3,3,3,3,1,0,1,2,1,1
7,8,6,4,4,3,4,6,6,5,5,4,7,6,5,6,5,3,3,3,4,5,7,9,9,8,10,12,10,9,6,4,2,3,5,6,7,8,6,5,7,10,6,3,3,3,5,10,5,16,28,42,50,43,29,26,11,7,14,21,19,8,5,7,9,10,8,7,8,9,9,9,9,6,2,1,3,7,3,1,4,4,6,7,9,9,11,12,10,8,7,7,11,10,8,6,6,5,3,6,8,9,9,9,8,6,5,5,4,3,2,1,0,1,2,5,7,5,7,7,7,7,7,6,9,11,13,20,23,22,16,16,18,20,19,16,11,6,7,9,7,6,6,7,7,4,6,10,12,11,7,3,4,5,7,8,8,6,4,6,1
8,7,6,5,7,9,9,9,9,9,8,8,8,7,7,7,7,8,8,7,7,5,4,3,4,4,6,8,9,11,14,14,15,13,11,9,10,4,2,3,7,9,5,2,2,3,3,5,6,8,8,7,5,2,1,4,7,9,7,6,4,5,5,6,8,8,9,9,10,9,8,8,8,8,9,8,7,6,5,4,7,13,18,22,23,22,20,17,15,14,12,11,10,10,9,6,3,1,0,2,4,6,7,7,7,7,6,6,5,4,3,3,5,4,3,5,4,10,5,2,2,4,8,5,6,4,6,6,6,6,5,4,2,2,5,5,6,7,5,2,2,8,4,5,13,18,18,16,12,7,7,10,7,6,7,12,15,19,42,38,1
19,21,19,14,6,13,19,14,4,3,3,6,3,2,3,4,6,7,6,5,5,3,3,3,3,4,5,5,7,3,5,7,7,7,6,6,5,4,3,2,0,1,4,6,7,7,7,5,3,4,7,5,5,6,5,7,3,3,11,24,34,40,38,30,17,0,5,6,6,4,4,7,5,1,2,6,4,3,3,4,6,7,6,6,7,7,6,5,6,6,7,6,5,6,8,6,4,3,2,1,2,3,4,4,4,2,1,4,6,8,6,6,6,5,3,3,5,11,13,14,15,17,16,12,8,11,14,18,17,10,6,5,7,7,7,7,5,4,4,4,6,7,4,4,7,6,3,3,4,5,5,6,6,5,2,2,4,4,5,3,1
6,1,2,5,5,3,2,4,6,6,6,6,6,5,5,5,5,5,6,6,6,7,8,7,7,7,6,6,6,5,7,8,6,5,6,6,6,5,3,4,4,4,3,2,4,3,3,4,5,5,5,6,6,1,0,6,16,23,33,30,14,3,4,4,10,18,21,21,18,14,12,9,6,4,2,2,1,1,0,0,0,0,1,2,3,4,4,3,4,2,2,1,1,1,0,1,2,3,5,6,7,5,4,3,2,3,3,2,2,3,4,6,7,4,2,3,4,4,3,3,5,6,7,6,6,4,1,1,3,3,5,7,8,8,8,6,6,5,6,7,8,7,7,7,7,7,6,5,3,1,1,1,2,3,3,3,2,1,1,2,1
9,10,9,9,8,6,4,3,3,4,6,9,9,11,13,15,17,16,17,14,7,2,4,5,7,4,8,14,14,10,6,0,4,7,9,6,5,3,2,1,2,1,2,3,2,3,4,6,8,9,11,8,6,4,3,2,3,4,6,7,7,6,6,4,4,4,4,5,6,6,8,7,10,10,9,8,8,9,9,9,8,7,6,5,5,5,5,4,3,3,5,9,12,15,19,21,20,19,21,21,19,16,9,5,6,1,2,4,6,7,8,8,9,9,6,4,5,6,6,5,5,5,4,3,2,3,4,6,6,4,3,2,1,1,1,1,1,0,3,3,4,6,6,7,9,5,3,2,4,7,9,9,10,8,6,4,4,6,9,11,1
9,8,6,5,4,4,5,9,12,11,9,7,6,5,5,7,6,3,1,1,2,3,3,5,7,9,9,8,8,8,9,9,9,8,9,9,9,10,10,8,9,10,10,10,9,9,9,9,9,9,9,8,8,8,8,9,9,9,9,9,9,8,6,6,7,7,8,7,7,5,5,6,4,5,9,14,17,18,16,10,5,2,3,5,2,6,9,9,7,4,2,3,6,8,10,8,7,6,6,6,7,8,8,8,8,9,7,7,8,9,9,8,8,7,7,7,7,9,9,9,9,10,11,8,5,2,2,4,7,4,0,4,6,9,10,11,10,8,7,7,8,10,12,13,15,17,20,24,27,30,33,35,37,39,39,38,36,33,30,28,1
12,10,9,9,10,13,17,10,3,3,7,11,14,18,20,18,17,17,18,18,16,17,18,16,16,15,16,18,21,13,7,11,24,35,49,59,64,60,54,41,32,29,25,21,19,17,15,14,13,9,7,6,6,9,11,13,13,15,16,15,12,10,8,8,10,13,17,15,11,9,8,8,8,8,8,8,7,7,8,9,10,12,15,15,17,11,6,4,11,21,29,33,31,29,26,23,22,19,16,16,17,15,13,12,12,7,3,2,3,5,7,9,8,6,5,3,2,3,3,4,3,2,2,2,3,6,8,9,11,10,7,7,8,7,4,8,6,1,3,5,7,8,14,17,18,16,13,11,12,15,14,16,18,18,20,20,20,19,15,11,1
8,8,9,9,8,7,7,7,5,4,5,5,4,4,4,4,4,4,5,4,3,2,2,2,2,3,4,4,4,5,5,5,4,3,3,5,7,7,8,5,5,9,15,20,23,23,22,21,22,25,26,24,22,18,18,20,23,22,20,17,12,8,5,5,7,8,5,5,6,8,7,5,4,4,5,5,3,0,0,1,3,4,6,6,6,7,7,7,6,6,6,7,7,7,5,4,4,6,7,6,7,8,8,7,6,3,0,3,4,5,5,6,6,5,5,3,2,1,1,1,2,4,5,5,4,3,1,0,1,2,3,6,9,14,16,18,18,17,16,15,12,8,4,2,4,7,8,7,7,7,6,6,6,7,7,6,6,6,7,8,1
11,11,13,12,11,11,11,9,8,13,6,4,8,19,36,52,61,38,12,8,25,24,1,15,23,29,27,22,13,9,10,12,12,8,4,7,11,7,8,7,2,2,4,4,1,5,5,1,4,1,5,7,11,6,5,2,3,1,2,8,11,11,9,8,8,8,6,6,8,11,13,12,11,10,9,10,11,11,10,11,10,8,7,6,6,6,7,8,9,10,11,12,11,9,5,3,3,6,11,8,6,3,8,13,16,21,25,19,2,8,5,23,25,18,17,18,17,16,16,9,2,8,11,8,8,8,8,7,7,6,4,3,2,6,10,10,8,4,3,6,10,14,19,22,23,20,13,5,7,4,8,8,8,6,7,11,21,25,20,15,1
3,5,4,4,6,7,9,11,13,12,9,7,5,4,3,3,5,6,6,6,6,6,6,5,5,4,3,4,5,6,7,6,7,8,4,6,3,1,0,2,4,4,4,4,3,4,5,6,7,8,6,5,4,5,5,5,4,4,2,1,1,3,4,4,4,5,8,10,11,11,10,10,9,7,6,3,1,3,6,6,5,4,3,1,2,1,1,2,2,0,2,5,2,0,3,4,5,6,5,5,4,3,3,4,5,7,8,8,7,7,7,6,6,6,5,5,5,6,7,6,6,7,7,8,8,6,5,4,4,4,5,7,8,10,10,9,8,5,4,4,4,5,7,7,7,6,7,7,8,10,13,15,17,18,19,20,20,21,21,21,1
8,8,8,8,5,1,4,12,28,39,43,31,12,5,6,7,4,4,7,7,5,2,1,1,3,4,5,6,8,9,8,8,7,6,7,8,8,8,8,9,10,10,10,10,10,10,9,9,9,7,7,6,7,9,12,8,6,4,4,5,8,9,8,9,8,8,8,10,8,7,7,8,10,11,12,11,7,4,3,7,6,5,6,8,9,9,9,9,8,6,3,3,6,7,7,7,7,7,7,7,6,5,4,5,6,8,7,8,9,8,7,7,8,8,5,3,6,11,13,13,7,8,11,6,5,7,12,16,23,28,30,29,26,22,19,15,13,11,8,5,3,6,7,5,7,10,11,9,8,8,7,7,9,8,7,5,2,1,3,5,1
2,2,1,1,2,2,2,2,2,2,2,2,3,4,5,5,5,4,4,3,7,12,22,31,36,27,9,3,2,8,6,5,7,10,10,9,7,5,3,2,4,2,3,3,2,3,5,6,7,6,4,3,4,5,6,6,6,6,7,6,4,5,7,6,6,5,6,5,6,6,3,3,2,1,1,3,5,6,5,5,5,6,5,3,3,3,4,4,6,7,5,4,4,3,3,4,6,1,12,25,34,36,26,14,5,2,3,5,6,5,4,4,6,6,5,2,1,4,2,3,3,4,4,4,4,4,3,2,2,4,4,4,7,7,6,8,8,8,7,6,4,5,5,7,6,5,5,3,3,3,4,5,6,6,6,5,3,3,2,1,1
4,1,1,4,6,7,8,9,10,10,8,6,4,1,2,3,4,3,1,1,2,4,5,5,4,4,4,5,6,7,8,8,7,7,6,5,4,4,3,2,2,2,2,2,1,2,3,5,7,6,5,5,5,5,7,6,7,6,5,3,1,0,2,4,3,2,0,0,1,1,1,1,3,4,2,1,0,2,2,3,5,6,7,6,5,1,3,7,10,11,12,12,13,14,15,16,16,14,12,10,9,9,6,4,2,2,3,4,4,3,1,2,3,2,3,4,4,5,4,2,3,6,6,7,6,7,6,6,4,4,4,4,4,4,4,4,5,7,8,8,7,8,8,8,7,5,5,3,2,2,1,0,3,6,10,15,19,25,29,29,1
8,9,12,15,19,21,22,22,21,19,17,13,8,5,6,10,14,15,13,11,17,21,23,19,11,9,8,5,8,14,22,17,15,16,20,14,8,3,4,8,11,13,14,13,12,11,10,9,6,2,5,8,11,14,16,17,15,14,12,11,10,8,8,8,8,8,8,8,9,9,11,11,12,13,14,14,15,15,16,18,18,19,19,21,22,21,19,18,18,18,18,17,17,16,17,17,18,19,20,19,21,20,16,13,10,9,8,7,8,9,10,12,11,11,10,9,8,6,5,5,4,1,1,4,8,23,19,233,25,29,6,47,39,19,25,3,6,27,3,45,78,120,119,98,88,72,54,31,23,25,20,20,18,0,4,15,16,10,7,13,1
1,1,2,1,1,1,3,6,5,6,6,5,5,2,0,1,3,5,7,7,8,7,7,6,5,5,5,6,6,7,7,7,6,6,7,7,7,7,7,7,6,5,5,5,5,5,7,8,8,7,7,7,6,4,3,5,5,4,3,2,3,4,7,12,18,22,27,30,32,30,26,17,8,1,2,2,3,7,12,15,17,16,15,12,10,8,6,4,5,4,3,3,3,3,3,3,2,1,0,0,0,1,1,2,2,2,3,4,5,6,6,6,6,7,7,7,6,5,5,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,3,3,2,3,2,0,1,3,5,6,6,5,2,0,4,3,4,1
13,13,12,11,10,11,11,9,8,9,8,5,4,3,2,1,1,0,1,2,5,6,4,3,5,8,10,11,10,9,7,4,3,3,7,1,4,8,10,9,12,10,10,9,6,3,1,2,4,7,10,12,11,10,12,9,9,7,8,12,12,12,11,11,11,12,11,10,10,11,11,12,12,13,13,13,12,12,11,12,11,11,9,7,6,4,4,5,6,7,7,7,7,7,6,3,3,2,4,10,12,11,5,1,3,6,7,7,8,8,7,8,10,11,11,10,11,12,12,10,9,11,7,4,2,1,8,17,28,33,43,54,65,73,75,76,78,63,46,41,35,35,32,26,14,8,10,13,12,11,11,9,10,12,13,11,11,12,10,7,1
2,0,3,3,6,8,10,10,10,10,9,9,8,7,6,4,4,5,5,6,8,8,7,7,7,5,4,4,4,3,3,3,3,4,5,7,8,11,11,10,11,9,6,2,8,16,23,25,25,24,22,20,18,17,18,19,21,23,22,19,15,13,10,7,4,2,1,3,4,0,3,3,5,6,6,5,4,4,4,3,4,4,4,5,7,8,9,10,11,11,11,11,8,7,6,4,3,3,3,3,4,4,5,6,7,7,8,8,9,9,10,10,9,9,8,7,7,7,7,7,7,6,6,6,5,5,3,2,2,3,4,7,8,12,15,18,19,19,16,13,12,9,8,8,6,6,8,10,12,12,12,11,10,10,11,13,14,13,11,9,1
3,3,4,6,8,10,10,8,6,3,2,2,4,4,4,3,3,5,7,9,10,11,12,11,11,10,9,8,6,6,5,7,7,8,10,8,9,7,8,10,11,11,11,10,10,7,5,5,5,5,5,4,5,4,5,5,5,4,4,6,10,12,16,20,23,25,27,28,24,17,14,15,17,18,18,16,14,10,6,5,4,5,5,6,6,8,8,8,9,7,8,7,6,6,5,4,4,4,4,3,2,1,0,1,1,1,2,3,5,6,8,9,10,10,11,11,11,11,12,12,12,11,10,9,9,8,9,10,11,11,9,9,9,7,6,4,1,1,3,5,4,3,2,1,1,3,3,3,3,3,3,4,4,4,4,4,5,5,6,6,1
3,3,2,2,2,2,1,0,0,0,0,1,1,2,2,2,2,1,1,1,2,1,1,0,1,5,1,4,9,10,0,2,3,1,3,1,0,1,1,1,3,3,3,3,3,3,2,2,1,1,1,0,1,0,1,1,1,2,2,2,1,1,1,2,3,3,3,3,2,2,2,2,2,2,2,2,1,1,0,2,4,5,5,5,6,6,6,6,6,6,5,3,2,0,2,2,1,2,4,4,5,4,4,3,3,3,3,3,2,2,2,2,2,2,0,0,2,2,1,1,3,5,4,5,5,6,5,4,2,1,0,1,2,3,2,2,2,1,1,2,2,2,3,3,3,2,1,2,3,1,0,0,0,0,0,2,1,3,6,10,1
10,10,9,8,8,8,8,6,4,4,6,9,9,12,12,8,2,11,10,7,9,19,21,20,13,9,5,3,3,9,13,13,10,9,11,12,10,15,15,16,11,9,10,11,11,13,13,11,6,3,2,3,3,3,0,1,3,2,1,4,6,7,8,9,9,10,9,7,6,7,9,12,14,16,16,13,11,5,9,9,2,9,17,19,15,8,2,4,3,6,10,12,13,10,6,5,5,5,6,8,7,7,6,5,5,5,8,12,7,6,9,11,12,10,9,7,7,6,6,3,1,3,4,5,6,8,8,8,7,6,7,10,15,23,23,14,3,12,6,7,24,35,30,17,10,7,5,2,5,9,10,9,8,9,11,13,12,9,5,5,1
19,18,19,19,20,21,21,19,18,19,19,19,18,19,20,21,20,20,19,21,21,14,10,6,6,7,7,8,9,12,14,18,21,21,22,18,15,13,9,13,13,14,12,16,18,18,16,11,4,0,5,7,8,7,9,11,11,11,7,6,9,12,16,20,26,37,54,71,91,106,102,97,87,52,22,8,11,25,17,19,12,5,5,3,6,7,12,13,10,16,20,19,18,15,10,3,3,3,9,12,13,13,15,15,15,14,14,14,15,12,10,9,9,5,4,4,3,0,2,2,2,3,5,4,7,6,6,7,11,11,9,8,7,7,4,5,3,2,1,1,3,2,1,2,4,6,7,7,6,6,3,1,1,1,1,1,1,3,6,7,1
4,3,2,0,1,3,5,7,9,9,7,9,6,5,5,3,3,4,5,5,5,7,8,6,4,5,8,7,6,6,10,11,9,4,1,6,7,7,8,6,6,5,5,5,5,5,5,5,6,6,7,7,8,9,9,8,7,7,7,6,5,5,6,8,10,9,10,8,8,9,10,9,11,11,12,12,11,9,8,6,4,3,3,3,5,7,8,6,5,7,11,12,9,7,6,8,10,12,14,15,16,13,10,9,9,11,9,9,11,13,15,15,14,13,12,9,8,5,2,3,6,8,5,3,3,6,9,11,10,8,6,4,3,3,4,7,10,7,4,1,7,11,15,17,19,19,18,14,9,4,1,7,3,6,11,17,23,27,28,32,1
12,11,11,13,13,9,5,4,2,3,5,6,7,7,6,6,5,6,6,6,7,7,7,8,8,9,10,10,9,7,7,5,6,5,5,3,3,2,2,3,3,4,3,3,3,1,0,1,2,3,4,5,6,6,6,4,8,10,12,15,20,21,15,7,6,5,8,11,10,9,8,14,15,15,10,6,4,3,3,4,5,5,4,4,4,4,4,6,7,8,7,8,8,8,7,7,6,5,5,4,4,4,4,4,2,2,1,1,0,1,2,1,2,1,4,3,2,1,2,3,3,3,4,5,5,4,4,1,5,10,13,21,27,25,15,2,5,5,2,5,0,8,13,13,8,6,3,2,4,6,8,8,7,8,7,6,6,6,6,6,1
7,6,5,5,4,5,5,6,8,11,12,12,11,11,10,10,10,12,13,12,13,14,15,14,13,13,12,12,12,12,12,11,11,11,11,11,11,11,11,10,11,12,7,4,9,14,17,20,26,31,29,22,21,22,23,18,15,14,9,1,7,7,3,2,2,5,9,7,7,13,7,5,15,25,23,12,2,9,9,10,11,7,1,5,9,10,9,7,7,8,7,8,8,8,9,10,10,11,12,12,12,12,11,9,6,6,9,10,8,5,6,7,8,8,7,4,1,3,6,6,9,6,6,8,9,11,12,12,13,13,13,14,15,13,12,10,9,7,7,9,12,15,15,14,13,12,13,9,2,23,53,78,116,119,94,67,59,57,74,96,1
4,7,6,9,15,13,6,3,7,8,8,9,11,8,2,2,2,3,5,5,5,2,4,4,5,6,6,7,12,15,16,13,10,6,3,4,5,4,3,3,3,4,5,4,4,4,5,5,5,5,7,9,11,11,12,12,12,10,9,5,4,3,6,8,11,18,18,18,17,17,18,11,4,7,10,11,10,6,4,4,7,10,9,8,9,9,9,11,12,13,13,14,12,8,6,4,6,6,10,14,17,16,13,12,9,7,7,7,4,3,3,3,3,4,4,5,6,5,4,5,8,11,11,9,9,10,11,11,11,10,8,5,4,3,2,6,10,12,5,0,0,3,8,9,10,9,10,11,11,9,8,7,7,9,12,10,3,4,7,9,1
47,12,3,20,22,19,3,8,7,10,9,8,10,10,9,7,2,5,4,6,6,9,10,7,4,6,8,9,6,5,7,9,8,5,4,2,1,0,4,4,3,5,8,8,4,3,6,8,9,7,4,4,6,9,8,8,8,8,9,8,8,9,8,9,9,6,3,13,23,33,36,35,30,16,2,5,8,8,5,2,3,2,2,4,4,3,3,3,3,4,4,2,1,2,2,3,4,6,8,9,7,4,3,2,1,1,2,3,6,9,7,5,6,4,10,4,4,4,3,5,7,9,7,6,4,5,6,5,5,6,9,10,9,7,5,2,1,1,2,2,3,4,6,6,6,7,6,5,5,5,5,6,7,7,7,7,8,6,6,7,1
3,4,4,7,6,3,2,3,3,3,4,5,4,4,5,6,6,6,7,6,4,3,4,5,7,7,6,6,7,8,6,4,5,3,3,9,12,12,11,5,2,6,3,1,3,4,2,1,5,3,3,2,1,2,2,2,1,2,4,4,6,6,4,5,6,4,4,4,3,1,1,1,4,6,6,6,6,5,3,3,4,6,6,6,6,6,1,5,8,10,13,13,11,10,11,15,18,15,6,1,3,4,4,3,3,5,6,8,7,5,3,3,2,6,6,6,8,3,6,7,3,4,6,6,5,4,1,0,3,6,7,6,5,4,1,4,7,9,7,10,16,19,16,9,5,7,1,3,2,1,7,4,6,9,6,6,8,9,10,9,1
8,8,9,8,7,6,8,2,5,9,16,24,26,17,9,6,3,8,3,11,16,16,12,7,3,5,8,7,7,7,6,6,6,7,6,6,5,5,4,4,5,4,4,3,3,4,5,4,3,2,3,4,4,3,5,6,7,6,5,5,5,6,6,6,6,6,6,5,5,4,5,7,7,12,16,14,10,5,3,5,5,5,4,3,5,7,9,10,10,9,7,4,3,1,1,1,2,3,4,5,5,5,5,5,4,4,4,5,6,6,7,7,7,7,7,8,9,9,8,7,8,8,6,4,2,0,2,5,5,4,4,6,6,7,7,6,6,6,8,8,9,9,7,5,4,4,3,3,2,1,1,1,1,1,1,0,1,1,1,2,1
